accX,accY,accZ,gyroX,gyroY,gyroZ,timestamp,Activity
-0.417033,4.067043,10.888956,0.28765,-0.234883,0.246743,08:52.6,1
-1.024619,2.19758,10.865305,-0.25818,0.231292,0.192675,08:52.7,1
-0.39907,2.154619,10.385703,0.530664,-0.138321,0.29611,08:52.8,1
0.122445,2.342928,6.52089,-0.495157,0.329797,-0.225197,08:52.9,1
-0.013921,3.145559,8.073461,0.132846,-0.021748,0.162197,08:53.0,1
0.462838,3.286266,11.193423,0.185519,-0.106025,0.151799,08:53.1,1
1.155747,2.054927,13.809683,-0.001169,0.141246,0.05782,08:53.2,1
1.578018,1.896706,8.009544,-0.20381,0.592985,-0.177462,08:53.3,1
-0.224383,2.684967,6.839278,-0.099958,0.056735,-0.235406,08:53.4,1
0.369132,3.46245,8.313861,0.269498,-0.140689,-0.042756,08:53.5,1
0.324974,3.89999,10.191257,0.284269,0.017139,-0.043777,08:53.6,1
-0.176633,3.77994,12.351415,-0.013844,-0.207561,-0.107458,08:53.7,1
0.02904,2.756817,8.706046,-0.284322,-0.208979,0.02708,08:53.8,1
-0.075293,2.277514,8.012089,-0.742874,-0.327228,-0.138524,08:53.9,1
0.151635,3.301834,6.970854,0.168708,-0.3713,0.2397,08:54.0,1
-0.119452,3.648663,9.80985,0.171163,0.115944,0.108717,08:54.1,1
-0.07709,3.760779,10.923085,0.150014,-0.355883,0.128168,08:54.2,1
-0.337099,2.221081,11.548485,-0.433195,-0.237545,-0.033992,08:54.3,1
1.301693,2.321073,7.902966,0.677773,-0.332061,0.276015,08:54.4,1
-0.246238,2.916236,6.63136,-0.228369,0.413094,-0.465429,08:54.5,1
0.563279,3.491789,8.851393,0.03071,0.205567,-0.151528,08:54.6,1
0.474064,4.05387,10.75723,0.587948,0.079433,0.311139,08:54.7,1
-0.186512,2.489174,12.92607,-0.135265,0.476789,-0.047342,08:54.8,1
-0.123344,2.225572,9.626332,0.278866,0.145929,0.317282,08:54.9,1
-0.010778,2.396217,6.993906,-0.525455,0.368998,0.096324,08:55.0,1
0.281115,3.186723,8.148755,-0.095667,0.049797,0.150841,08:55.1,1
0.038171,3.623515,10.945389,0.302965,-0.082345,0.01586,08:55.2,1
1.556912,3.324137,11.166329,-0.04957,-0.34315,-0.222002,08:55.3,1
0.328567,2.251917,9.372909,-0.753558,0.124907,-0.653154,08:55.4,1
0.079485,2.511777,6.995104,0.179049,-0.504678,-0.170282,08:55.5,1
0.101938,3.38551,7.177874,-0.049367,0.286242,-0.415144,08:55.6,1
0.453257,3.548521,9.660311,0.298135,0.075997,0.00055,08:55.7,1
-0.718955,4.365222,10.623558,0.310815,-0.221042,0.253467,08:55.8,1
-0.661924,2.762505,10.881622,-0.200876,0.124886,0.218779,08:55.9,1
-0.407602,2.301614,8.275541,0.600417,-0.270304,0.494632,08:56.0,1
-0.434097,2.632576,6.725664,-0.262905,0.427695,0.046033,08:56.1,1
-0.313598,3.339855,8.57881,-0.151691,0.213127,-0.017846,08:56.2,1
-0.371976,3.652854,12.009376,0.215178,-0.173923,0.083181,08:56.3,1
0.683928,2.246379,12.513229,-0.108793,-0.034822,0.090252,08:56.4,1
1.315764,2.123634,8.212223,-0.17847,0.487839,-0.230245,08:56.5,1
-0.392484,2.768792,6.916667,-0.361536,0.072109,-0.353018,08:56.6,1
0.272284,3.046165,8.254435,0.439257,0.200191,-0.045955,08:56.7,1
0.66851,3.934568,11.279195,0.019979,-0.009197,-0.069405,08:56.8,1
1.002166,2.483935,13.786032,0.130813,-0.244066,0.085476,08:56.9,1
0.138163,2.280358,9.359437,-0.451333,-0.363987,-0.089033,08:57.0,1
-0.05269,2.204466,6.868168,-0.52327,-0.508823,-0.003373,08:57.1,1
-0.158221,2.887346,7.228468,-0.087221,-0.2306,0.236696,08:57.2,1
-0.237706,3.438649,10.638527,0.120517,-0.209822,0.117717,08:57.3,1
0.63019,3.027155,11.426488,-0.006224,-0.16402,-0.136349,08:57.4,1
0.366139,1.958976,10.345736,-0.076851,-0.190528,0.12461,08:57.5,1
0.964744,2.029031,7.494465,0.412659,0.032331,0.234054,08:57.6,1
0.063318,2.70742,7.019353,-0.466127,0.504422,-0.527383,08:57.7,1
0.434696,3.187172,9.408535,0.475438,0.101123,-0.044122,08:57.8,1
-0.194446,3.61139,11.287428,0.177523,-0.03181,0.201861,08:57.9,1
-0.475411,1.085692,11.383827,-0.139375,0.361737,-0.094123,08:58.0,1
-0.433648,1.763183,9.106014,-0.136616,-0.109541,0.155443,08:58.1,1
-0.282912,2.544708,7.434739,-0.497639,-0.033719,0.066953,08:58.2,1
-0.035027,3.297343,8.687185,-0.245101,-0.143224,0.157613,08:58.3,1
0.319136,3.203937,10.846445,0.165926,-0.26871,0.041279,08:58.4,1
1.01953,2.268233,12.255465,-0.115736,-0.312948,-0.17102,08:58.5,1
1.196911,1.984274,9.248218,-0.268402,-0.205701,-0.300904,08:58.6,1
0.046254,2.493664,6.596033,0.356995,-0.101365,-0.179479,08:58.7,1
0.111668,3.298391,7.337292,-0.247822,0.08417,-0.400808,08:58.8,1
0.558638,3.971691,10.884765,0.459667,0.022736,-0.044581,08:58.9,1
0.913401,2.775379,14.129867,0.220393,-0.024603,0.016798,08:59.0,1
-0.299377,2.338138,8.621172,0.068604,0.695816,0.370102,08:59.1,1
-0.347727,1.987417,7.939789,0.413266,0.23885,0.393502,08:59.2,1
-0.387843,2.800676,7.649543,-0.435131,0.138893,-0.045388,08:59.3,1
-0.288899,3.46739,9.052276,0.052481,0.05147,0.234962,08:59.4,1
-0.68273,3.622467,11.079061,0.420177,0.018283,0.199173,08:59.5,1
-0.151934,2.211501,12.108171,-0.219069,0.048978,0.022992,08:59.6,1
0.736319,2.493215,8.238717,-0.514867,0.393554,-0.314088,08:59.7,1
-0.379461,2.830763,6.278843,-0.182721,-0.129667,-0.379047,08:59.8,1
0.102836,3.976331,7.777826,0.259084,0.081372,-0.181494,08:59.9,1
-0.220491,4.323459,11.271112,0.092637,-0.031819,-0.059294,09:00.0,1
-0.015268,2.332899,13.032648,0.044348,-0.248027,0.048542,09:00.1,1
-0.838407,1.992507,10.286908,-0.28875,-0.46176,-0.025371,09:00.2,1
-0.281564,2.354005,7.511679,0.116559,-0.284203,0.11271,09:00.3,1
0.021405,3.042274,7.408394,-0.101462,-0.071229,0.437545,09:00.4,1
-0.528551,3.603307,8.710985,0.058639,0.205811,0.309953,09:00.5,1
-0.160317,4.063001,10.985056,0.111546,-0.023783,0.07056,09:00.6,1
-0.736768,2.039808,10.759625,0.096753,-0.480208,-0.024883,09:01.0,1
-0.117955,2.469864,9.825418,-0.589734,0.150615,-0.651118,09:01.0,1
-1.296155,2.81774,7.6702,0.037142,-0.103073,-0.39426,09:00.9,1
-0.356259,2.223027,9.763447,0.381148,0.09929,-0.122965,14:17.9,1
-1.055305,4.252357,8.990305,-0.29451,0.518032,-0.161763,14:18.0,1
-0.823138,3.461252,8.847502,-0.202057,0.071038,0.04358,14:18.1,1
-0.137115,3.367547,8.957822,-0.18092,0.050409,0.042345,14:18.2,1
-0.606838,2.873874,10.428065,-0.195763,-0.189217,0.211138,14:18.3,1
0.256566,1.850602,12.151581,-0.339109,0.023729,0.061924,14:18.4,1
-0.00479,0.908161,12.474759,-0.281504,-0.067887,0.221452,14:18.5,1
0.260009,1.155747,8.471783,-0.186138,0.040775,0.140086,14:18.6,1
0.046404,2.322271,7.409741,0.156862,-0.29092,0.298512,14:18.7,1
0.530048,2.887944,7.269184,-0.096123,0.09064,0.204533,14:18.8,1
0.404758,3.679948,9.264834,0.397775,-0.001799,-0.133661,14:18.9,1
-0.938399,3.001109,12.014316,0.05191,0.042854,-0.526284,14:19.0,1
-0.567919,2.023043,11.617342,0.134271,0.075609,-0.375639,14:19.1,1
-0.659529,1.656755,9.074579,0.23408,0.045982,-0.136411,14:19.2,1
-0.185464,1.803001,6.687344,0.106476,-0.565449,0.12075,14:19.3,1
-0.276325,2.879412,8.004006,-0.462267,0.248983,0.265218,14:19.4,1
-0.380209,3.012036,11.654315,-0.018228,-0.225623,0.490115,14:19.5,1
0.725841,2.351909,11.799812,-0.034206,0.042588,0.1138,14:19.6,1
-0.149389,1.316512,10.2426,0.041479,0.317655,0.097906,14:19.7,1
-0.157622,2.10612,7.148235,0.185838,-0.233255,-0.049822,14:19.8,1
0.203277,2.691703,6.556216,0.154817,-0.264451,-0.163875,14:19.9,1
-0.13951,3.166366,9.178463,-0.753388,-0.340011,-0.423401,14:20.0,1
-0.700394,3.145708,12.32986,-0.087736,-0.246916,-0.101563,14:20.1,1
-0.507744,2.055825,12.460089,0.086226,0.097683,-0.296284,14:20.2,1
-0.294587,1.831292,9.171877,0.21839,0.065915,-0.095331,14:20.3,1
-0.548459,1.887575,6.288573,0.344009,0.088786,0.207074,14:20.4,1
-0.49068,2.748584,7.896379,0.01495,0.577407,0.179416,14:20.5,1
-0.413291,2.967878,11.190729,0.352435,0.145407,0.314315,14:20.6,1
0.687969,2.29877,12.699591,-0.308367,0.37043,0.06258,14:20.7,1
0.281864,1.761986,9.977801,0.081382,-0.043036,0.311334,14:20.8,1
-0.406704,2.403851,7.24194,0.148384,-0.456999,0.113055,14:20.9,1
-0.276026,3.055296,6.803951,0.015451,0.121818,0.027446,14:21.0,1
-0.140857,3.04407,9.832004,-0.587324,0.31595,-0.740352,14:21.1,1
-1.710044,2.931055,12.167298,-0.011066,0.039647,0.078027,14:21.2,1
-1.199605,1.47608,10.111473,0.256814,0.095109,-0.122845,14:21.3,1
-1.174607,1.39929,8.200547,0.098307,-0.165441,-0.13418,14:21.4,1
-0.736469,2.17857,5.968538,-0.011216,0.102713,0.145256,14:21.5,1
-1.062341,2.783611,9.353,-0.558106,-0.556772,0.096702,14:21.6,1
-0.736918,3.498674,11.799662,-0.430246,-0.686236,0.156992,14:21.7,1
-0.174088,1.452729,12.116553,0.074884,0.087301,0.331906,14:21.8,1
0.737666,1.843716,7.77109,0.040001,0.097852,0.205698,14:21.9,1
-0.417632,2.3805,6.658154,0.131799,-0.450298,-0.013443,14:22.0,1
0.204026,2.937791,7.916587,-0.201037,-0.090479,0.120749,14:22.1,1
0.333806,3.317401,12.136013,0.567714,0.112516,0.106915,14:22.2,1
0.176483,2.645299,13.591586,-0.143878,0.275463,-0.521676,14:22.4,1
-0.02874,2.306104,9.293125,0.239564,0.057812,-0.228568,14:22.5,1
-0.055684,1.354234,6.55457,0.313706,-0.100403,0.015416,14:22.6,1
-0.580044,2.241289,7.177874,0.033066,0.632326,0.017666,14:22.7,1
-0.247885,3.074008,11.244617,0.497717,0.574518,0.280161,14:22.8,1
0.427511,1.839974,12.52685,-0.469241,0.165009,-0.059729,14:22.9,1
-0.053139,0.953817,10.948532,0.005906,-0.024879,0.180504,14:23.0,1
0.724793,1.703458,7.330706,0.184109,-0.303051,-0.000877,14:23.1,1
-0.050295,2.343377,6.992858,-0.117844,-0.354154,-0.203784,14:23.2,1
0.462538,2.917433,8.722511,-0.795216,-0.193712,-0.623696,14:23.3,1
-0.321382,3.501369,12.061618,-0.073527,-0.030068,0.194748,14:23.4,1
-0.345332,1.7554,12.05548,0.142107,0.255292,-0.248453,14:23.5,1
-0.494122,1.596131,9.059161,0.070807,-0.126348,-0.100563,14:23.6,1
-0.306712,1.660497,6.422993,0.356465,-0.074398,0.146305,14:23.7,1
-0.46643,2.616709,9.369765,-0.371482,-0.257618,0.011855,14:23.8,1
-0.009281,2.887046,11.849359,0.153916,-0.224208,0.376888,14:23.9,1
0.774639,2.139052,12.32043,-0.169502,0.073713,0.14602,14:24.0,1
0.981808,1.262624,9.157207,0.290203,0.146655,0.24833,14:24.1,1
-0.001647,2.263144,7.813152,0.159056,-0.03943,0.059494,14:24.2,1
-0.151036,3.00575,7.4295,-0.103356,0.07488,0.059113,14:24.3,1
0.263153,3.350932,9.523496,0.193632,0.587809,-0.135497,14:24.4,1
-1.062341,2.753674,10.973381,-0.434416,0.099144,-0.312896,14:24.5,1
-0.858615,1.654809,10.044562,0.479784,0.00494,-0.073171,14:24.6,1
-0.474064,1.299448,8.522976,0.241326,-0.250026,-0.086534,14:24.7,1
-0.253872,2.101929,6.441854,-0.014324,-0.093617,0.193513,14:24.8,1
-0.563129,2.87582,9.029523,-0.66906,-0.177327,0.0483,14:24.9,1
-0.109273,2.638563,12.53673,-0.445631,-0.331033,0.133423,14:25.0,1
-0.041913,1.339564,11.524535,0.146269,-0.203055,0.298552,14:25.1,1
0.700094,2.080374,9.401799,0.082628,-0.22726,0.100911,14:25.2,1
-0.216151,2.414329,6.96337,-0.015111,-0.135125,-0.088853,14:25.3,1
0.440983,3.035089,8.257728,-0.331321,-0.302614,0.223355,14:25.4,1
0.433648,3.211721,11.307785,0.454418,-0.01804,0.248483,14:25.5,1
0.042961,2.584226,12.993729,-0.195676,0.045667,-0.556412,14:25.6,1
0.159718,2.248923,9.154513,0.031016,0.016981,-0.224082,14:25.7,1
-0.264799,1.445993,7.228468,0.295895,-0.104336,0.027703,14:25.8,1
-0.608634,2.528392,6.892417,0.015078,0.527948,-0.058945,14:25.9,1
-0.497116,2.940934,10.323582,0.513095,0.523406,0.414443,14:26.0,1
-0.06721,2.788701,11.545641,-0.21098,0.143709,0.301375,14:26.1,1
-0.464035,1.089584,10.736873,-0.013145,0.117105,0.194183,14:26.2,1
0.442929,1.997596,7.645202,0.275886,-0.180773,-0.035218,14:26.3,1
0.219144,2.634222,6.90529,0.027559,-0.041782,-0.145548,14:26.4,1
0.404459,3.04422,9.357491,-0.81874,0.248883,-0.739357,14:26.5,1
-0.82209,3.439547,11.344309,-0.244802,0.075119,0.015064,14:26.6,1
-0.89918,1.395847,11.011102,0.133779,0.007962,-0.343522,14:26.7,1
-0.936752,1.438359,10.453512,0.250857,-0.210002,-0.066176,14:26.8,1
-0.90427,2.3805,5.987549,0.024734,-0.212,0.155567,14:26.9,1
-0.377066,2.633923,8.340356,-0.542534,-0.10613,0.127479,14:27.0,1
-0.522713,2.611918,11.652069,-0.1771,-0.386172,0.3211,14:27.1,1
0.343386,2.001937,14.180911,-0.133138,0.028192,0.133879,14:27.2,1
0.723895,1.68325,8.991203,0.044958,0.094184,0.283873,14:27.3,1
-0.353565,1.975143,7.145391,-0.054063,-0.137128,-0.059818,14:27.4,1
0.183219,2.916834,7.62664,0.195294,0.027775,0.206071,14:27.5,1
0.387544,2.985542,10.584489,0.378722,0.386562,-0.253021,14:27.6,1
-1.082998,2.513124,11.208093,-0.218917,0.384505,-0.449458,14:27.7,1
-0.522414,1.234782,10.24769,0.30305,0.211268,-0.222439,14:27.8,1
-0.625998,1.197659,7.545958,0.359662,-0.257418,0.038691,14:27.9,1
-0.981808,1.982477,6.788683,-0.189372,0.007744,-0.074109,14:28.0,1
-0.744252,2.867437,9.676927,-0.295967,-0.117255,0.010867,14:28.1,1
-0.534987,2.859953,11.869268,-0.838262,-0.272565,-0.29159,14:28.2,1
-0.726739,0.877625,12.225826,-0.047207,-0.127933,0.115909,14:28.3,1
0.809966,1.86093,8.923244,0.160516,-0.211406,0.10725,14:28.4,1
-0.099094,2.296674,6.60232,0.110679,-0.45303,0.149831,14:28.5,1
0.324525,2.915936,7.843988,-0.29192,-0.320158,0.163301,14:28.6,1
-0.001946,3.214565,12.018956,0.447851,-0.042761,0.101146,14:28.7,1
-0.609682,2.282753,13.082794,-0.184452,0.286672,-0.221692,14:28.8,1
-0.205523,2.302811,10.5074,0.091412,0.169088,-0.086276,14:28.9,1
-0.459544,1.647773,6.628965,0.396746,0.174619,0.124367,14:29.0,1
-0.619861,2.271975,7.274123,0.115214,0.690336,0.089211,14:29.1,1
-0.651745,2.9336,10.080188,0.324142,0.27042,0.256659,14:29.2,1
-0.047601,2.226171,12.696448,-0.440656,0.221107,-0.0672,14:29.3,1
0.344284,0.965343,10.517279,-0.117007,0.162964,-0.019903,14:29.4,1
-0.328716,1.726809,6.545289,0.346514,-0.122226,0.117101,14:29.5,1
-0.422871,2.577041,7.108268,-0.088951,-0.584736,-0.051712,14:29.6,1
0.204475,3.08703,8.915311,-0.755585,-0.571112,-0.225593,14:29.7,1
-0.761916,3.050207,11.797866,0.092831,-0.480635,-0.091991,14:29.8,1
-1.029858,1.287622,11.159294,0.0915,0.109497,-0.253118,14:29.9,1
-0.869542,1.24541,8.548873,0.180897,0.171283,-0.115037,14:30.0,1
-0.452958,1.746568,6.675219,0.641279,0.047194,0.296524,14:30.1,1
-0.178579,2.83241,8.517588,-0.053887,0.880873,0.014207,14:30.2,1
-0.166005,3.147355,12.316089,0.676316,0.11144,0.494029,14:30.3,1
0.570015,1.900448,12.510684,-0.281814,0.379431,-0.110997,14:30.4,1
1.035247,1.758842,10.181827,0.030427,-0.215997,0.101691,14:30.5,1
-0.338746,1.945504,7.183412,0.423282,-0.269258,-0.079639,14:30.6,1
-0.054337,2.55833,7.293134,0.089208,-0.413142,-0.249366,14:30.7,1
0.260159,3.24585,10.066417,-0.993566,-0.200965,-0.670203,14:30.8,1
-0.833167,3.133434,11.735745,-0.033197,-0.154443,0.349805,14:30.9,1
-0.881966,2.094594,9.878408,-0.041112,-0.003744,-0.373009,14:31.0,1
-0.916394,1.368005,8.140222,0.309454,0.079428,0.005873,14:31.1,1
-0.704285,2.148482,6.133046,0.048833,-0.352581,0.215329,14:31.2,1
-0.653541,2.926864,9.477841,-0.623388,-0.076647,0.217749,14:31.3,1
-0.430954,3.223696,11.737691,-0.053382,-0.141635,0.410533,14:31.4,1
-0.290546,1.328188,11.859688,0.050373,0.229165,0.187894,14:31.5,1
0.449815,1.91871,8.075557,-0.01614,0.178025,-0.045067,14:31.6,1
-0.322729,1.885779,7.374115,0.328038,-0.077131,-0.071105,14:31.7,1
0.121847,3.062482,8.13154,0.168298,-0.062216,0.047366,14:31.8,1
0.571212,3.865711,11.783197,0.17511,0.384365,-0.225869,14:31.9,1
0.213905,2.600842,13.350438,-0.428637,0.129798,-0.320273,14:32.0,1
-0.197739,2.304009,9.636211,0.002723,3.00E-06,-0.275877,14:32.1,1
-0.37018,1.693279,7.166647,0.330948,-0.014426,0.114001,14:32.2,1
-0.548459,2.380799,6.845714,0.090645,0.161558,0.102132,14:32.3,1
0.068258,3.120261,10.80049,-0.314842,-0.694152,-0.29971,14:32.4,1
0.368234,2.45729,11.94037,-0.619179,-0.096181,-0.089116,14:32.5,1
-0.473615,1.126707,10.821896,-0.183566,-0.221938,0.114593,14:32.6,1
0.438139,2.099983,7.730824,0.254234,-0.197513,0.185005,14:32.7,1
-0.455652,2.169738,6.377039,0.028829,-0.402872,-0.0919,14:32.8,1
0.116009,2.811603,8.663235,-0.198895,-0.565435,0.165179,14:32.9,1
-0.048499,2.945724,11.155851,0.290891,-0.071181,0.190279,14:33.0,1
-0.169448,2.071991,13.044773,-0.316862,0.316771,-0.149878,14:33.1,1
-0.339494,1.826053,8.82909,0.122391,0.053132,-0.13406,14:33.2,1
-0.477058,1.804198,7.762707,0.020103,0.033192,-0.153673,14:33.3,1
-0.08637,3.071463,7.672744,0.212152,0.368595,0.123358,14:33.4,1
0.329016,2.595004,11.817475,0.282937,0.420954,-0.124091,14:33.5,1
0.939446,1.667083,12.837155,-0.30371,0.088441,0.083492,14:33.6,1
1.037043,0.359552,9.366772,-0.056166,0.073527,0.266332,14:33.7,1
0.294737,1.910327,7.49207,0.377304,-0.163907,0.080524,14:33.8,1
0.233664,2.682122,7.461384,-0.082143,-0.214351,-0.186871,14:33.9,1
0.253573,3.010989,9.396709,-0.816471,-0.247676,-0.614407,14:34.0,1
-0.98091,2.674937,10.639126,-0.090042,-0.125985,-0.119865,14:34.1,1
-0.373922,0.82733,11.133398,0.144096,0.193957,-0.247986,14:34.2,1
-0.571212,1.631607,8.373886,0.417168,-0.004249,0.019463,14:34.3,1
-0.425415,2.203119,6.548432,0.228862,-0.109243,0.082317,14:34.4,1
-0.276625,2.633324,9.063652,-0.349269,0.171724,0.000638,14:34.5,1
-0.311951,2.182162,12.300521,0.408568,-0.11191,0.365434,14:34.6,1
0.711321,1.021027,11.705209,-0.018025,0.236878,0.231126,14:34.7,1
0.98121,1.905687,10.299632,0.077893,0.163862,0.153213,14:34.8,1
-0.227677,2.199077,7.169491,0.321618,-0.125388,0.017777,14:34.9,1
-0.144899,2.896776,7.297924,0.038637,-0.018177,-0.088264,14:35.0,1
0.220192,3.43371,10.24769,-0.583547,0.145887,-0.339164,14:35.1,1
-0.261357,2.557282,13.003759,-0.238036,-0.182808,-0.111947,14:35.2,1
-0.588127,1.563648,10.052945,0.107247,0.289527,-0.10821,14:35.3,1
-0.857866,1.290017,8.497529,0.203548,0.052727,-0.00751,14:35.4,1
-0.491578,1.768722,7.518266,0.18885,-0.003315,-0.026946,14:35.5,1
-0.448467,2.463727,8.540789,-0.090521,0.260313,0.143211,14:35.6,1
-0.629591,2.733017,11.591146,0.361624,0.354154,0.246609,14:35.7,1
0.678838,1.11578,13.727953,-0.085139,0.075925,0.299643,14:35.8,1
0.428409,1.457818,9.554032,0.006453,0.071896,0.358224,14:35.9,1
-0.342937,1.920955,7.250173,0.083509,-0.298216,0.003412,14:36.0,1
-0.277074,2.045496,8.409961,0.056745,-0.284134,-0.008276,14:36.1,1
-0.534987,2.54845,9.046737,-0.204272,-0.63286,-0.122397,14:36.2,1
-0.801433,3.23163,8.790021,0.565395,0.00748,0.076654,16:57.2,1
-0.864752,3.560346,9.120384,0.07899,0.75697,0.013947,16:57.3,1
-0.92822,3.664679,8.469687,-0.12122,-0.208469,-0.336241,16:57.4,1
-0.675545,3.673361,8.911568,0.146977,0.083404,0.094985,16:57.5,1
-1.094075,3.434907,9.712702,-0.39236,0.14347,0.266783,16:57.6,1
-0.621657,2.935695,12.590468,-0.211682,0.024555,0.023046,16:57.7,1
0.925076,1.823508,11.291769,-0.23785,-0.04863,0.255185,16:57.8,1
0.583487,1.467848,9.183553,-0.06212,-0.025827,-0.010415,16:57.9,1
-0.005089,1.700614,7.826624,-0.082681,-0.167043,-0.107768,16:58.0,1
-0.291444,2.843038,7.192992,-0.106994,-0.015594,-0.230182,16:58.1,1
-0.055235,3.424279,8.443043,0.504412,-0.172814,-0.454413,16:58.2,1
-0.022154,3.605852,12.782519,0.265494,0.154198,-0.106053,16:58.3,1
-0.357307,2.479594,12.022549,0.292633,-0.05879,0.024174,16:58.4,1
-0.407153,2.264641,9.512119,-0.100079,0.052012,0.199936,16:58.5,1
-0.359403,2.104923,7.318581,-0.279732,0.22697,0.104536,16:58.6,1
-0.517923,2.802622,6.930139,-0.150017,0.184211,0.209666,16:58.8,1
-0.712369,3.134781,9.490714,0.026601,0.249281,0.105505,16:58.9,1
-0.772543,3.166066,11.508069,0.116748,0.042094,0.072054,16:59.0,1
0.068408,1.480122,11.442655,0.09438,-0.163954,0.204883,16:59.1,1
0.780477,1.985022,9.14628,0.122513,-0.27384,0.002929,16:59.2,1
-0.296683,2.732568,7.088809,-0.032913,-0.73164,-0.180209,16:59.3,1
0.169448,3.314557,7.972721,0.484688,-0.173588,-0.374349,16:59.4,1
0.087269,3.945346,10.681787,-0.155475,0.058105,0.075434,16:59.5,1
-0.390388,3.358117,12.289893,0.233147,-0.13227,-0.099228,16:59.6,1
-0.745749,2.290986,9.595496,0.173001,0.040012,0.099508,16:59.7,1
-0.68273,1.850452,7.043303,-0.147112,0.41378,0.305617,16:59.8,1
-0.73093,2.656975,6.383475,-0.411786,0.237098,0.459295,16:59.9,1
-0.532143,3.419639,10.258168,0.01473,0.612842,0.167133,17:00.0,1
-0.433798,2.888394,11.07457,0.248208,-0.211143,0.210191,17:00.1,1
-0.912802,1.132545,11.765533,-0.00596,-0.169249,0.192361,17:00.2,1
0.786914,2.047592,7.569908,-0.003871,-0.184792,-0.192681,17:00.3,1
-0.194745,2.560126,6.295309,-0.319621,-0.672524,-0.314631,17:00.4,1
-0.07215,3.105592,9.11754,0.272128,-0.078149,-0.491505,17:00.5,1
-0.158071,3.651806,12.141851,-0.135552,-0.147791,-0.098165,17:00.6,1
-0.560584,2.233505,13.142071,0.183791,0.142685,-0.116131,17:00.7,1
-0.410746,2.016606,9.793684,0.093584,-0.028971,0.070444,17:00.8,1
-0.403112,1.51455,6.134992,0.133444,0.111633,-0.105301,17:00.9,1
-0.643961,3.037783,7.988737,-0.326425,-0.322347,0.229058,17:01.0,1
-0.32198,3.293302,11.865825,-0.180998,-0.039796,0.299005,17:01.1,1
0.799937,2.51043,13.399236,0.252157,0.052106,0.053896,17:01.2,1
0.061821,1.749861,8.914712,-0.021692,-0.13326,0.127584,17:01.3,1
0.068857,1.997446,6.879245,-0.21224,-0.156321,-0.101164,17:01.4,1
-0.210911,2.853217,6.91008,-0.470277,0.16954,0.06843,17:01.5,1
0.013173,3.54433,9.958342,-0.48086,0.558321,0.178224,17:01.6,1
-1.010998,3.616929,11.603121,0.104691,0.195999,-0.192341,17:01.7,1
-1.260379,2.688559,10.400073,0.331691,-0.023271,-0.204133,17:01.8,1
-0.678389,1.639241,7.565268,0.004848,-0.066588,0.003095,17:01.9,1
-0.522863,2.191443,6.699618,-0.194487,-0.061432,0.191144,17:02.0,1
-0.279319,3.014282,8.829988,0.275229,0.303101,-0.002275,17:02.1,1
-0.490979,3.292254,12.359199,-0.01328,-0.410239,0.127162,17:02.2,1
-0.190703,1.225651,12.739708,0.013704,-0.017127,0.220033,17:02.3,1
0.820145,1.843566,7.875872,0.130389,-0.156459,0.029686,17:02.4,1
-0.295935,2.596051,6.433022,-0.122239,-0.719733,-0.124606,17:02.5,1
-0.217198,3.287763,8.363259,0.294529,-0.220784,-0.377254,17:02.6,1
-0.040715,4.229006,11.432027,-0.212389,-0.175561,-0.016524,17:02.7,1
-0.036225,2.973117,13.775404,0.233925,0.004412,-0.247722,17:02.8,1
-0.421673,2.329007,8.635991,0.097016,-0.000696,-0.007643,17:02.9,1
-0.354912,2.133214,7.696545,-0.173878,0.071631,0.081128,17:03.0,1
-0.619113,3.022066,7.495513,-0.359188,-0.182019,0.115477,17:03.1,1
-0.429906,3.416795,10.357412,-0.069127,0.213179,0.202138,17:03.2,1
0.06721,2.827021,11.685151,0.173203,-0.037484,0.06548,17:03.3,1
-0.321382,1.523382,10.434202,0.190637,-0.237043,0.052516,17:03.4,1
0.217647,1.944157,7.87677,-0.015057,-0.092965,-0.012367,17:03.5,1
-0.385748,2.82747,5.762118,-0.732142,0.422472,0.162501,17:03.6,1
-0.102537,3.461552,8.622519,-0.309245,0.434383,0.023454,17:03.7,1
-0.004491,4.022585,12.015514,0.035302,0.091954,-0.153408,17:03.8,1
-0.313448,2.322271,12.992382,0.256673,0.137868,-0.217001,17:03.9,1
-0.481848,2.290237,8.977431,0.234482,-0.141585,-0.083316,17:04.0,1
-0.118404,2.235002,6.45832,-0.020152,-0.265016,-0.025366,17:04.1,1
-0.41823,3.263513,7.874525,0.283779,-0.241746,-0.035751,17:04.2,1
-0.32198,3.551215,11.538755,0.054166,-0.129975,0.032265,17:04.3,1
0.720003,2.832709,13.283826,0.077279,-0.048823,0.09353,17:04.4,1
0.513582,1.796115,8.918155,0.112446,-0.316303,0.082192,17:04.5,1
-0.252225,2.568958,7.248377,-0.09709,-0.189942,-0.098417,17:04.6,1
-0.228724,3.186274,7.12653,0.005249,0.131078,-0.26545,17:04.7,1
0.354014,3.740721,9.408834,-0.475796,-0.19808,0.038997,17:04.8,1
-1.032702,3.678301,12.509486,0.143211,-0.047998,-0.281174,17:04.9,1
-0.930764,2.981051,9.433683,0.221393,0.296765,-0.008892,17:05.0,1
-0.578996,1.828897,7.474257,-0.04849,0.268467,0.297403,17:05.1,1
-0.887504,2.583478,6.918164,-0.549273,0.014353,0.43728,17:05.2,1
-0.568069,3.235671,8.977731,-0.199123,0.308861,0.275222,17:05.3,1
